HUD frame time nsec:,13806000

Range Index,Elapsed Time, First Event,Last Event
0,37312,8,8
1,12224,16,16
2,7040,23,23
3,7456,30,30
4,7232,37,37
5,33664,44,44
6,14240,51,51
7,9280,58,58
8,23712,65,65
9,69600,72,72
10,8032,79,79
11,6240,86,86
12,6624,93,93
13,6368,100,100
14,6560,107,107
15,6368,114,114
16,6336,121,121
17,6432,128,128
18,18208,135,135
19,6368,142,142
20,103136,149,149
21,12352,156,156
22,10944,163,163
23,10432,170,170
24,9440,177,177
25,9472,184,184
26,9344,191,191
27,9152,198,198
28,10304,205,205
29,9920,212,212
30,9920,219,219
31,9472,226,226
32,9440,233,233
33,9600,240,240
34,9792,247,247
35,9696,254,254
36,29664,261,261
37,13440,268,268
38,6336,275,275
39,6624,282,282
40,8128,289,289
41,6912,296,296
42,6592,303,303
43,6304,310,310
44,6496,317,317
45,6752,324,324
46,6432,331,331
47,6400,338,338
48,8832,345,345
49,8992,352,352
50,10080,359,359
51,8032,366,366
52,9312,373,373
53,8608,380,380
54,6368,387,387
55,6400,394,394
56,8800,401,401
57,8928,408,408
58,8064,415,415
59,8416,422,422
60,8288,429,429
61,7200,436,436
62,8640,443,443
63,8608,450,450
64,8160,457,457
65,9120,464,464
66,9440,471,471
67,38720,478,478
68,27040,485,485
69,7328,492,492
70,7872,499,499
71,6336,506,506
72,8064,513,513
73,8160,520,520
74,8032,527,527
75,7520,534,534
76,6432,541,541
77,7488,548,548
78,11360,555,555
79,6816,562,562
80,6560,569,569
81,6816,576,576
82,6624,583,583
83,7520,590,590
84,8160,597,597
85,7680,604,604
86,7392,611,611
87,7328,618,618
88,6912,625,625
89,6624,632,632
90,6816,639,639
91,6496,646,646
92,7136,653,653
93,6944,660,660
94,6784,667,667
95,6880,674,674
96,6816,681,681
97,6880,688,688
98,6944,695,695
99,6720,702,702
100,6912,709,709
101,6816,716,716
102,7264,723,723
103,6656,730,730
104,6816,737,737
105,6784,744,744
106,6400,751,751
107,7104,758,758
108,6592,765,765
109,6688,772,772
110,6816,779,779
111,6592,786,786
112,6592,793,793
113,6592,800,800
114,7232,807,807
115,6880,814,814
116,6656,821,821
117,6688,828,828
118,6752,835,835
119,6496,842,842
120,6816,849,849
121,6400,856,856
122,6432,863,863
123,6464,870,870
124,6432,877,877
125,8960,884,884
126,21056,891,891
127,15296,898,898
128,10144,905,905
129,7808,912,912
130,8000,919,919
131,7744,926,926
132,7840,933,933
133,8000,940,940
134,8032,947,947
135,7872,954,954
136,8672,961,961
137,8800,968,968
138,7872,975,975
139,10432,982,982
140,7744,989,989
141,7776,996,996
142,7936,1003,1003
143,7808,1010,1010
144,8256,1017,1017
145,8192,1024,1024
146,7744,1031,1031
147,8480,1038,1038
148,8800,1045,1045
149,7840,1052,1052
150,10368,1059,1059
151,8256,1066,1066
152,8064,1073,1073
153,8288,1080,1080
154,7680,1087,1087
155,7968,1094,1094
156,11200,1101,1101
157,7968,1108,1108
158,7872,1115,1115
159,8672,1122,1122
160,7776,1129,1129
161,10496,1136,1136
162,8064,1143,1143
163,7872,1150,1150
164,7936,1157,1157
165,8128,1164,1164
166,7808,1171,1171
167,7712,1178,1178
168,7488,1185,1185
169,8224,1192,1192
170,8448,1199,1199
171,7328,1206,1206
172,16032,1213,1213
173,7456,1220,1220
174,8256,1227,1227
175,7520,1234,1234
176,7776,1241,1241
177,7328,1248,1248
178,7744,1255,1255
179,7680,1262,1262
180,7584,1269,1269
181,9440,1276,1276
182,7392,1283,1283
183,10208,1290,1290
184,7552,1297,1297
185,7552,1304,1304
186,7424,1311,1311
187,7808,1318,1318
188,8256,1325,1325
189,8000,1332,1332
190,7648,1339,1339
191,7808,1346,1346
192,8736,1353,1353
193,7488,1360,1360
194,7840,1367,1367
195,7104,1374,1374
196,7360,1381,1381
197,6816,1388,1388
198,7168,1395,1395
199,7424,1402,1402
200,7360,1409,1409
201,6944,1416,1416
202,7328,1423,1423
203,7072,1430,1430
204,7008,1437,1437
205,7872,1444,1444
206,7104,1451,1451
207,7104,1458,1458
208,6880,1465,1465
209,7328,1472,1472
210,6944,1479,1479
211,7008,1486,1486
212,6976,1493,1493
213,7008,1500,1500
214,7744,1507,1507
215,6752,1514,1514
216,7776,1521,1521
217,6656,1528,1528
218,6688,1535,1535
219,6944,1542,1542
220,6976,1549,1549
221,7040,1556,1556
222,7328,1563,1563
223,6880,1570,1570
224,7168,1577,1577
225,7168,1584,1584
226,6752,1591,1591
227,7904,1598,1598
228,6944,1605,1605
229,6912,1612,1612
230,6816,1619,1619
231,6816,1626,1626
232,6880,1633,1633
233,7136,1640,1640
234,7104,1647,1647
235,7168,1654,1654
236,7168,1661,1661
237,6784,1668,1668
238,7904,1675,1675
239,6976,1682,1682
240,6880,1689,1689
241,7072,1696,1696
242,7200,1703,1703
243,7360,1710,1710
244,6880,1717,1717
245,6912,1724,1724
246,7040,1731,1731
247,7808,1738,1738
248,6976,1745,1745
249,10080,1752,1752
250,7360,1759,1759
251,7840,1766,1766
252,7648,1773,1773
253,7712,1780,1780
254,7264,1787,1787
255,7360,1794,1794
256,7744,1801,1801
257,7744,1808,1808
258,8352,1815,1815
259,7648,1822,1822
260,6976,1829,1829
261,41056,1836,1836
262,10240,1843,1843
263,7808,1850,1850
264,7904,1857,1857
265,8512,1864,1864
266,7616,1871,1871
267,8640,1878,1878
268,7776,1885,1885
269,9120,1892,1892
270,8928,1899,1899
271,7136,1906,1906
272,7008,1913,1913
273,8768,1920,1920
274,7040,1927,1927
275,8640,1934,1934
276,7456,1941,1941
277,8896,1948,1948
278,8992,1955,1955
279,9280,1962,1962
280,7264,1969,1969
281,8480,1976,1976
282,7744,1983,1983
283,8736,1990,1990
284,8000,1997,1997
285,10720,2004,2004
286,11552,2011,2011
287,10880,2018,2018
288,10912,2025,2025
289,15392,2032,2032
290,15040,2039,2039
291,12960,2046,2046
292,15936,2053,2053
293,6432,2060,2060
294,6560,2067,2067
295,6592,2074,2074
296,6464,2081,2081
297,6368,2088,2088
298,6816,2095,2095
299,6496,2102,2102
300,6368,2109,2109
301,6528,2116,2116
302,6496,2123,2123
303,6464,2130,2130
304,6400,2137,2137
305,6592,2144,2144
306,6336,2151,2151
307,7008,2158,2158
308,9184,2165,2165
309,6336,2172,2172
310,8384,2179,2179
311,8608,2186,2186
312,6368,2193,2193
313,8704,2200,2200
314,8224,2207,2207
315,6528,2214,2214
316,8032,2221,2221
317,7776,2228,2228
318,6368,2235,2235
319,8576,2242,2242
320,7520,2249,2249
321,6304,2256,2256
322,8032,2263,2263
323,9152,2270,2270
324,8480,2277,2277
325,8512,2284,2284
326,8416,2291,2291
327,8544,2298,2298
328,8384,2305,2305
329,8160,2312,2312
330,8224,2319,2319
331,8480,2326,2326
332,8352,2333,2333
333,5952,2340,2340
334,6144,2347,2347
335,6560,2354,2354
336,6976,2361,2361
337,7232,2368,2368
338,6368,2375,2375
339,6976,2382,2382
340,7008,2389,2389
341,6336,2396,2396
342,6656,2403,2403
343,6208,2410,2410
344,6560,2417,2417
345,6016,2424,2424
346,7008,2431,2431
347,6464,2438,2438
348,6848,2445,2445
349,6784,2452,2452
350,6624,2459,2459
351,6368,2466,2466
352,6528,2473,2473
353,6048,2480,2480
354,6080,2487,2487
355,6880,2494,2494
356,14912,2501,2501
357,7360,2508,2508
358,7072,2515,2515
359,6400,2522,2522
360,6240,2529,2529
361,6368,2536,2536
362,6144,2543,2543
363,6144,2550,2550
364,6944,2557,2557
365,6560,2564,2564
366,6720,2571,2571
367,7104,2578,2578
368,6400,2585,2585
369,6432,2592,2592
370,7136,2599,2599
371,6592,2606,2606
372,7584,2613,2613
373,6816,2620,2620
374,7872,2627,2627
375,6752,2634,2634
376,7520,2641,2641
377,6688,2648,2648
378,7552,2655,2655
379,6688,2662,2662
380,7648,2669,2669
381,6912,2676,2676
382,7552,2683,2683
383,7488,2690,2690
384,7712,2697,2697
385,7552,2704,2704
386,7616,2711,2711
387,7392,2718,2718
388,7264,2725,2725
389,7328,2732,2732
390,7264,2739,2739
391,8128,2746,2746
392,6816,2753,2753
393,120512,2760,2760
394,17440,2767,2767
395,12960,2787,2787
396,2947776,2796,2796
397,9888,2803,2803
398,22368,2805,2805
399,20448,2838,2838
400,14848,2854,2854
401,14624,2870,2870
402,9728,2886,2886
403,59328,2902,2902
404,14944,2918,2918
405,23168,2934,2934
406,26752,2950,2950
407,17184,2966,2966
408,9344,2982,2982
409,14112,2998,2998
410,13472,3014,3014
411,13248,3030,3030
412,9376,3046,3046
413,14144,3062,3062
414,13248,3078,3078
415,13408,3094,3094
416,17760,3110,3110
417,40320,3126,3126
418,33696,3142,3142
419,9376,3158,3158
420,12864,3174,3174
421,9248,3190,3190
422,14816,3206,3206
423,16256,3222,3222
424,14304,3238,3238
425,13184,3254,3254
426,12448,3270,3270
427,9152,3286,3286
428,18848,3302,3302
429,14656,3318,3318
430,13536,3334,3334
431,12704,3350,3350
432,9152,3366,3366
433,53408,3382,3382
434,12960,3398,3398
435,17888,3414,3414
436,9792,3430,3430
437,9312,3446,3446
438,9792,3462,3462
439,9984,3478,3478
440,9600,3494,3494
441,9248,3510,3510
442,9184,3526,3526
443,9280,3542,3542
444,9408,3558,3558
445,9280,3574,3574
446,9600,3590,3590
447,9632,3606,3606
448,9472,3622,3622
449,9504,3638,3638
450,9216,3654,3654
451,9344,3670,3670
452,9312,3686,3686
453,9152,3702,3702
454,9952,3718,3718
455,13312,3734,3734
456,13472,3750,3750
457,13472,3766,3766
458,10624,3782,3782
459,9888,3798,3798
460,9856,3814,3814
461,13408,3830,3830
462,13504,3846,3846
463,12416,3862,3862
464,11584,3878,3878
465,15008,3894,3894
466,17440,3910,3910
467,31360,3926,3926
468,16448,3942,3942
469,11072,3958,3958
470,9440,3974,3974
471,9472,3990,3990
472,11648,4006,4006
473,10720,4022,4022
474,11936,4038,4038
475,9216,4054,4054
