HUD frame time nsec:,7180000

Range Index,Elapsed Time, First Event,Last Event
0,36480,8,8
1,19712,16,16
2,7008,23,23
3,9312,30,30
4,6976,37,37
5,33312,44,44
6,14272,51,51
7,8320,58,58
8,22912,65,65
9,75072,72,72
10,9152,79,79
11,7360,86,86
12,7296,93,93
13,7872,100,100
14,9088,107,107
15,8160,114,114
16,9184,121,121
17,9088,128,128
18,20128,135,135
19,6784,142,142
20,106560,149,149
21,12448,156,156
22,11008,163,163
23,10048,170,170
24,9568,177,177
25,9952,184,184
26,9248,191,191
27,9696,198,198
28,10016,205,205
29,10144,212,212
30,9600,219,219
31,9568,226,226
32,9472,233,233
33,9504,240,240
34,9920,247,247
35,10240,254,254
36,30176,261,261
37,12480,268,268
38,6368,275,275
39,6528,282,282
40,6464,289,289
41,6464,296,296
42,6464,303,303
43,6624,310,310
44,6464,317,317
45,6720,324,324
46,6464,331,331
47,6336,338,338
48,8864,345,345
49,8416,352,352
50,9120,359,359
51,8448,366,366
52,9088,373,373
53,8640,380,380
54,6432,387,387
55,6624,394,394
56,8608,401,401
57,8512,408,408
58,8704,415,415
59,8192,422,422
60,8352,429,429
61,7072,436,436
62,8800,443,443
63,9152,450,450
64,8512,457,457
65,8448,464,464
66,8960,471,471
67,38336,478,478
68,27680,485,485
69,7904,492,492
70,6528,499,499
71,8000,506,506
72,7584,513,513
73,7488,520,520
74,7648,527,527
75,6944,534,534
76,7392,541,541
77,7328,548,548
78,10944,555,555
79,6560,562,562
80,6624,569,569
81,6784,576,576
82,6848,583,583
83,7264,590,590
84,6976,597,597
85,7616,604,604
86,7520,611,611
87,7360,618,618
88,7232,625,625
89,6752,632,632
90,6720,639,639
91,6624,646,646
92,6880,653,653
93,6720,660,660
94,7360,667,667
95,6624,674,674
96,6848,681,681
97,6848,688,688
98,6496,695,695
99,7264,702,702
100,7264,709,709
101,7552,716,716
102,7200,723,723
103,7072,730,730
104,7040,737,737
105,6880,744,744
106,7200,751,751
107,7072,758,758
108,7168,765,765
109,7680,772,772
110,6976,779,779
111,7904,786,786
112,7552,793,793
113,6976,800,800
114,6912,807,807
115,6944,814,814
116,7744,821,821
117,7648,828,828
118,6944,835,835
119,11392,842,842
120,6624,849,849
121,8256,856,856
122,9696,863,863
123,9888,870,870
124,8960,877,877
125,8544,884,884
126,20256,891,891
127,15296,898,898
128,10080,905,905
129,917120,912,912
130,8672,919,919
131,8096,926,926
132,8000,933,933
133,7840,940,940
134,7936,947,947
135,7712,954,954
136,8032,961,961
137,9728,968,968
138,7776,975,975
139,9888,982,982
140,7744,989,989
141,7776,996,996
142,7680,1003,1003
143,8288,1010,1010
144,7648,1017,1017
145,7808,1024,1024
146,7488,1031,1031
147,7808,1038,1038
148,8544,1045,1045
149,7456,1052,1052
150,9792,1059,1059
151,7616,1066,1066
152,7648,1073,1073
153,7424,1080,1080
154,7520,1087,1087
155,7616,1094,1094
156,7712,1101,1101
157,7488,1108,1108
158,7712,1115,1115
159,9088,1122,1122
160,7392,1129,1129
161,10176,1136,1136
162,7552,1143,1143
163,7744,1150,1150
164,7776,1157,1157
165,7776,1164,1164
166,7360,1171,1171
167,7584,1178,1178
168,7328,1185,1185
169,7328,1192,1192
170,8832,1199,1199
171,7328,1206,1206
172,10176,1213,1213
173,8032,1220,1220
174,7936,1227,1227
175,7680,1234,1234
176,7680,1241,1241
177,7424,1248,1248
178,7872,1255,1255
179,7648,1262,1262
180,7872,1269,1269
181,8672,1276,1276
182,7456,1283,1283
183,10624,1290,1290
184,7360,1297,1297
185,7488,1304,1304
186,7392,1311,1311
187,7968,1318,1318
188,7744,1325,1325
189,7488,1332,1332
190,7488,1339,1339
191,7680,1346,1346
192,8960,1353,1353
193,7328,1360,1360
194,7904,1367,1367
195,6976,1374,1374
196,7008,1381,1381
197,6720,1388,1388
198,7040,1395,1395
199,6944,1402,1402
200,7264,1409,1409
201,6944,1416,1416
202,6848,1423,1423
