HUD frame time nsec:,14212000

Range Index,Elapsed Time, First Event,Last Event
0,36512,8,8
1,19136,16,16
2,7264,23,23
3,9280,30,30
4,6944,37,37
5,33024,44,44
6,13696,51,51
7,8384,58,58
8,22976,65,65
9,77088,72,72
10,9088,79,79
11,7328,86,86
12,7520,93,93
13,7808,100,100
14,8992,107,107
15,8512,114,114
16,8928,121,121
17,9216,128,128
18,21120,135,135
19,6624,142,142
20,920608,149,149
21,12160,156,156
22,10944,163,163
23,10432,170,170
24,9824,177,177
25,9440,184,184
26,9376,191,191
27,10560,198,198
28,10272,205,205
29,10400,212,212
30,9856,219,219
31,9952,226,226
32,9472,233,233
33,9504,240,240
34,10272,247,247
35,10144,254,254
36,31104,261,261
37,13120,268,268
38,7552,275,275
39,6560,282,282
40,6528,289,289
41,6528,296,296
42,6304,303,303
43,6880,310,310
44,6752,317,317
45,6784,324,324
46,6720,331,331
47,6944,338,338
48,8928,345,345
49,8960,352,352
50,9216,359,359
51,8832,366,366
52,9216,373,373
53,9056,380,380
54,6752,387,387
55,6880,394,394
56,8672,401,401
57,8736,408,408
58,8032,415,415
59,8512,422,422
60,8672,429,429
61,7328,436,436
62,8896,443,443
63,8640,450,450
64,8832,457,457
65,8608,464,464
66,9024,471,471
67,39584,478,478
68,28512,485,485
69,8000,492,492
70,6496,499,499
71,7712,506,506
72,7616,513,513
73,7008,520,520
74,8064,527,527
75,7552,534,534
76,7520,541,541
77,7552,548,548
78,12448,555,555
79,6528,562,562
80,6656,569,569
81,7072,576,576
82,6528,583,583
83,7296,590,590
84,7744,597,597
85,7584,604,604
86,7712,611,611
87,7488,618,618
88,7712,625,625
89,6528,632,632
90,6752,639,639
91,6624,646,646
92,6976,653,653
93,7328,660,660
94,7200,667,667
95,6656,674,674
96,6560,681,681
97,7520,688,688
98,6624,695,695
99,7328,702,702
100,6880,709,709
101,7776,716,716
102,7296,723,723
103,6976,730,730
104,7360,737,737
105,7552,744,744
106,7488,751,751
107,6880,758,758
108,6880,765,765
109,7008,772,772
110,6912,779,779
111,7744,786,786
112,7456,793,793
113,7072,800,800
114,7200,807,807
115,7168,814,814
116,7392,821,821
117,7200,828,828
118,7040,835,835
119,12224,842,842
120,6080,849,849
121,8160,856,856
122,9920,863,863
123,10016,870,870
124,8480,877,877
125,8576,884,884
126,20352,891,891
127,15840,898,898
128,9824,905,905
129,7680,912,912
130,7648,919,919
131,7488,926,926
132,7648,933,933
133,7712,940,940
134,7744,947,947
135,7488,954,954
136,7808,961,961
137,8832,968,968
138,7360,975,975
139,10464,982,982
140,7776,989,989
141,7904,996,996
142,7712,1003,1003
143,7840,1010,1010
144,7744,1017,1017
145,7936,1024,1024
146,8320,1031,1031
147,7424,1038,1038
148,9120,1045,1045
149,7712,1052,1052
150,10048,1059,1059
151,7200,1066,1066
152,7456,1073,1073
153,7392,1080,1080
154,7680,1087,1087
155,7968,1094,1094
156,7520,1101,1101
157,8064,1108,1108
158,7456,1115,1115
159,8832,1122,1122
160,7552,1129,1129
161,10688,1136,1136
162,7456,1143,1143
163,7744,1150,1150
164,7840,1157,1157
165,7744,1164,1164
166,7584,1171,1171
167,7456,1178,1178
168,7648,1185,1185
169,7776,1192,1192
170,8800,1199,1199
171,7584,1206,1206
172,10240,1213,1213
173,7520,1220,1220
174,7488,1227,1227
175,7552,1234,1234
176,7424,1241,1241
177,7840,1248,1248
178,8192,1255,1255
179,7904,1262,1262
180,7968,1269,1269
181,8800,1276,1276
182,8000,1283,1283
183,10400,1290,1290
184,7904,1297,1297
185,8064,1304,1304
186,8128,1311,1311
