HUD frame time nsec:,11253000

Range Index,Elapsed Time, First Event,Last Event
0,36448,8,8
1,17920,16,16
2,7072,23,23
3,9344,30,30
4,7008,37,37
5,34208,44,44
6,13536,51,51
7,8608,58,58
8,23872,65,65
9,75008,72,72
10,8832,79,79
11,7360,86,86
12,7392,93,93
13,7840,100,100
14,9024,107,107
15,7872,114,114
16,8896,121,121
17,9056,128,128
18,20576,135,135
19,6496,142,142
20,110848,149,149
21,12576,156,156
22,10912,163,163
23,10784,170,170
24,9664,177,177
25,9440,184,184
26,9440,191,191
27,9440,198,198
28,10560,205,205
29,10176,212,212
30,9824,219,219
31,9440,226,226
32,9472,233,233
33,9440,240,240
34,10016,247,247
35,10592,254,254
36,31744,261,261
37,12864,268,268
38,7776,275,275
39,6464,282,282
40,6368,289,289
41,6432,296,296
42,6304,303,303
43,6688,310,310
44,6432,317,317
45,6816,324,324
46,6848,331,331
47,6624,338,338
48,9120,345,345
49,8896,352,352
50,9216,359,359
51,8800,366,366
52,9440,373,373
53,8704,380,380
54,7008,387,387
55,6816,394,394
56,8864,401,401
57,8992,408,408
58,8992,415,415
59,8768,422,422
60,9184,429,429
61,7168,436,436
62,8928,443,443
63,9152,450,450
64,9152,457,457
65,8416,464,464
66,9120,471,471
67,40704,478,478
68,28576,485,485
69,8064,492,492
70,6752,499,499
71,8256,506,506
72,8128,513,513
73,7040,520,520
74,8000,527,527
75,8128,534,534
76,8128,541,541
77,7584,548,548
78,12416,555,555
79,6976,562,562
80,7648,569,569
81,7136,576,576
82,6976,583,583
83,7840,590,590
84,7808,597,597
85,7904,604,604
86,7808,611,611
87,8032,618,618
88,7840,625,625
89,6912,632,632
90,7424,639,639
91,6496,646,646
92,7232,653,653
93,7456,660,660
94,7104,667,667
95,6368,674,674
96,6656,681,681
97,6688,688,688
98,6656,695,695
99,7136,702,702
100,7040,709,709
101,7584,716,716
102,7328,723,723
103,7072,730,730
104,7232,737,737
105,7168,744,744
106,7040,751,751
107,6944,758,758
108,7296,765,765
109,7200,772,772
110,7008,779,779
111,7744,786,786
112,7232,793,793
113,7008,800,800
114,7328,807,807
115,7136,814,814
116,7616,821,821
117,7616,828,828
118,7168,835,835
119,11840,842,842
120,6304,849,849
121,8192,856,856
122,9920,863,863
123,9728,870,870
124,8320,877,877
125,8416,884,884
126,20000,891,891
127,15488,898,898
128,9920,905,905
129,7872,912,912
130,7936,919,919
131,7392,926,926
132,7712,933,933
133,7328,940,940
134,7488,947,947
135,7712,954,954
136,7552,961,961
137,8608,968,968
138,7296,975,975
139,10016,982,982
140,7520,989,989
141,7680,996,996
142,7584,1003,1003
143,8032,1010,1010
144,7392,1017,1017
145,7680,1024,1024
146,7264,1031,1031
147,7616,1038,1038
148,8544,1045,1045
149,7392,1052,1052
150,10048,1059,1059
151,7392,1066,1066
152,7552,1073,1073
153,7264,1080,1080
154,7296,1087,1087
