HUD frame time nsec:,13133000

Range Index,Elapsed Time, First Event,Last Event
0,37728,8,8
1,18656,16,16
2,7008,23,23
3,9312,30,30
4,6880,37,37
5,34016,44,44
6,12928,51,51
7,8768,58,58
8,23680,65,65
9,75168,72,72
10,9152,79,79
11,7776,86,86
12,7232,93,93
13,8096,100,100
14,9024,107,107
15,7840,114,114
16,8928,121,121
17,9152,128,128
18,20896,135,135
19,6400,142,142
20,106880,149,149
21,12544,156,156
22,10752,163,163
23,10816,170,170
24,9888,177,177
25,9632,184,184
26,9440,191,191
27,9888,198,198
28,10240,205,205
29,9952,212,212
30,10112,219,219
31,9408,226,226
32,9440,233,233
33,9664,240,240
34,9824,247,247
35,10176,254,254
36,31264,261,261
37,12864,268,268
38,7520,275,275
39,6496,282,282
40,6656,289,289
41,6304,296,296
42,6368,303,303
43,6752,310,310
44,6368,317,317
45,6496,324,324
46,6464,331,331
47,6400,338,338
48,8928,345,345
49,8416,352,352
50,8896,359,359
51,8448,366,366
52,9312,373,373
53,8928,380,380
54,6624,387,387
55,6656,394,394
56,8672,401,401
57,8544,408,408
58,8288,415,415
59,8576,422,422
60,9312,429,429
61,6496,436,436
62,9056,443,443
63,8768,450,450
64,8864,457,457
65,9216,464,464
66,8512,471,471
67,39136,478,478
68,28128,485,485
69,8224,492,492
70,7328,499,499
71,7584,506,506
72,7904,513,513
73,6880,520,520
74,8032,527,527
75,7904,534,534
76,7552,541,541
77,7424,548,548
78,11872,555,555
79,6432,562,562
80,6784,569,569
81,7008,576,576
82,6560,583,583
83,7936,590,590
84,7456,597,597
85,7424,604,604
86,8224,611,611
87,7712,618,618
88,6816,625,625
89,6944,632,632
90,6528,639,639
91,6464,646,646
92,7264,653,653
93,7136,660,660
94,7744,667,667
95,6944,674,674
96,6496,681,681
97,6720,688,688
98,6688,695,695
99,7200,702,702
100,6880,709,709
101,7360,716,716
102,7040,723,723
103,6912,730,730
104,7040,737,737
105,7040,744,744
106,7008,751,751
107,6976,758,758
108,7104,765,765
109,7200,772,772
110,7424,779,779
111,8256,786,786
112,7296,793,793
113,6976,800,800
114,7040,807,807
115,7040,814,814
116,7296,821,821
117,7520,828,828
118,7712,835,835
119,11840,842,842
120,6240,849,849
121,7968,856,856
122,9504,863,863
123,9664,870,870
124,8576,877,877
125,8640,884,884
126,20128,891,891
127,15520,898,898
128,9920,905,905
129,7360,912,912
130,7808,919,919
131,7232,926,926
132,7232,933,933
133,7712,940,940
134,7968,947,947
135,7712,954,954
136,7360,961,961
137,8736,968,968
138,8064,975,975
139,10272,982,982
140,7424,989,989
141,7392,996,996
142,7648,1003,1003
143,7872,1010,1010
144,7424,1017,1017
145,7840,1024,1024
146,7296,1031,1031
147,7584,1038,1038
148,9088,1045,1045
149,7840,1052,1052
150,9984,1059,1059
151,7360,1066,1066
152,7616,1073,1073
153,7776,1080,1080
154,7456,1087,1087
155,7424,1094,1094
156,7328,1101,1101
157,7872,1108,1108
158,8000,1115,1115
159,8896,1122,1122
160,7392,1129,1129
161,11232,1136,1136
162,7712,1143,1143
163,7904,1150,1150
164,7584,1157,1157
165,8096,1164,1164
166,7744,1171,1171
167,7584,1178,1178
168,7360,1185,1185
169,7552,1192,1192
170,9344,1199,1199
171,7968,1206,1206
172,10496,1213,1213
173,7584,1220,1220
174,7552,1227,1227
175,7840,1234,1234
176,8064,1241,1241
177,8032,1248,1248
178,8064,1255,1255
179,7840,1262,1262
180,8032,1269,1269
181,9184,1276,1276
182,7808,1283,1283
183,10144,1290,1290
184,7904,1297,1297
185,8096,1304,1304
186,8128,1311,1311
187,8192,1318,1318
188,8064,1325,1325
189,7872,1332,1332
190,8128,1339,1339
191,8032,1346,1346
192,9632,1353,1353
193,8096,1360,1360
194,8448,1367,1367
195,7008,1374,1374
196,7424,1381,1381
197,7104,1388,1388
198,7456,1395,1395
199,7520,1402,1402
200,7424,1409,1409
201,7072,1416,1416
202,7520,1423,1423
203,7424,1430,1430
204,7200,1437,1437
205,8192,1444,1444
206,7392,1451,1451
207,7520,1458,1458
208,7488,1465,1465
209,7360,1472,1472
210,7296,1479,1479
211,7328,1486,1486
212,7360,1493,1493
213,7360,1500,1500
214,7488,1507,1507
215,7200,1514,1514
216,8320,1521,1521
217,7456,1528,1528
218,7520,1535,1535
219,7136,1542,1542
220,7488,1549,1549
221,7008,1556,1556
222,8320,1563,1563
223,7456,1570,1570
224,7552,1577,1577
225,8064,1584,1584
226,7168,1591,1591
227,7904,1598,1598
228,6976,1605,1605
229,6720,1612,1612
230,6848,1619,1619
231,6944,1626,1626
232,7040,1633,1633
233,6912,1640,1640
234,7008,1647,1647
235,7168,1654,1654
236,8096,1661,1661
237,6944,1668,1668
238,7936,1675,1675
239,7008,1682,1682
240,6976,1689,1689
241,6720,1696,1696
242,7136,1703,1703
243,6784,1710,1710
244,7872,1717,1717
245,7008,1724,1724
246,6944,1731,1731
247,7200,1738,1738
248,6848,1745,1745
249,10304,1752,1752
250,7456,1759,1759
251,7552,1766,1766
252,7680,1773,1773
253,7712,1780,1780
254,7456,1787,1787
255,7840,1794,1794
256,7648,1801,1801
257,7680,1808,1808
258,8576,1815,1815
259,7520,1822,1822
260,7328,1829,1829
261,44160,1836,1836
262,10880,1843,1843
263,7808,1850,1850
264,7872,1857,1857
265,8320,1864,1864
266,7712,1871,1871
267,8672,1878,1878
268,7744,1885,1885
269,8992,1892,1892
270,9120,1899,1899
271,7040,1906,1906
272,6880,1913,1913
273,8800,1920,1920
274,7008,1927,1927
275,8480,1934,1934
276,7168,1941,1941
277,8704,1948,1948
278,12736,1955,1955
279,10400,1962,1962
280,8992,1969,1969
281,11360,1976,1976
282,12320,1983,1983
283,10016,1990,1990
284,10656,1997,1997
285,11008,2004,2004
286,11296,2011,2011
287,11232,2018,2018
288,10784,2025,2025
289,15008,2032,2032
290,15520,2039,2039
291,13792,2046,2046
292,16224,2053,2053
293,8000,2060,2060
294,7904,2067,2067
295,7616,2074,2074
296,7808,2081,2081
297,7680,2088,2088
298,7040,2095,2095
299,7872,2102,2102
300,7840,2109,2109
301,7776,2116,2116
302,7360,2123,2123
303,8064,2130,2130
304,8480,2137,2137
305,9952,2144,2144
306,7808,2151,2151
307,7296,2158,2158
308,7168,2165,2165
309,7168,2172,2172
310,6976,2179,2179
311,7168,2186,2186
312,7072,2193,2193
313,7040,2200,2200
314,7008,2207,2207
315,7008,2214,2214
316,7040,2221,2221
317,7360,2228,2228
318,7040,2235,2235
319,7136,2242,2242
320,6848,2249,2249
321,6976,2256,2256
322,7232,2263,2263
323,10592,2270,2270
324,9536,2277,2277
325,10208,2284,2284
326,13952,2291,2291
327,9504,2298,2298
328,9888,2305,2305
329,13248,2312,2312
330,12288,2319,2319
331,13152,2326,2326
332,14880,2333,2333
333,6080,2340,2340
334,6304,2347,2347
335,6208,2354,2354
336,7680,2361,2361
337,9088,2368,2368
338,7584,2375,2375
339,7968,2382,2382
340,8064,2389,2389
341,7712,2396,2396
342,7360,2403,2403
343,6048,2410,2410
344,6624,2417,2417
345,6240,2424,2424
346,8992,2431,2431
347,7456,2438,2438
348,8256,2445,2445
349,7840,2452,2452
350,7616,2459,2459
351,6304,2466,2466
352,6848,2473,2473
353,6752,2480,2480
354,6688,2487,2487
355,8416,2494,2494
356,6912,2501,2501
357,7360,2508,2508
358,7264,2515,2515
359,6880,2522,2522
360,6560,2529,2529
361,6880,2536,2536
362,6816,2543,2543
363,6560,2550,2550
364,8608,2557,2557
365,6976,2564,2564
366,7328,2571,2571
367,7296,2578,2578
368,6816,2585,2585
369,7136,2592,2592
370,9952,2599,2599
371,6496,2606,2606
372,8192,2613,2613
373,6368,2620,2620
374,8320,2627,2627
375,6464,2634,2634
376,8512,2641,2641
377,6752,2648,2648
378,7872,2655,2655
379,7136,2662,2662
380,9088,2669,2669
381,7328,2676,2676
382,9312,2683,2683
383,9952,2690,2690
384,9952,2697,2697
385,9984,2704,2704
386,9984,2711,2711
387,7392,2718,2718
388,7872,2725,2725
389,7552,2732,2732
390,7360,2739,2739
391,50144,2746,2746
392,8256,2753,2753
393,129120,2760,2760
394,45856,2767,2767
395,15840,2786,2786
396,1149824,2795,2795
397,9696,2799,2799
398,31136,2801,2801
399,19648,2854,2854
400,14112,2890,2890
401,14112,2926,2926
402,8480,2962,2962
403,81024,2974,2974
404,10432,3010,3010
405,27168,3046,3046
406,35776,3082,3082
407,21312,3118,3118
408,7712,3154,3154
409,17120,3190,3190
410,20096,3226,3226
411,17888,3262,3262
412,7808,3298,3298
413,19872,3334,3334
414,17952,3370,3370
415,12000,3406,3406
416,20416,3442,3442
417,68416,3478,3478
418,48672,3514,3514
419,9344,3550,3550
420,9536,3586,3586
421,8032,3622,3622
422,23904,3658,3658
423,16992,3694,3694
424,13632,3730,3730
425,16544,3766,3766
426,9312,3802,3802
427,7744,3838,3838
428,34624,3874,3874
429,15488,3910,3910
430,13376,3946,3946
431,11936,3982,3982
432,9184,4018,4018
433,88000,4054,4054
434,9408,4090,4090
435,21824,4126,4126
436,17152,4162,4162
437,7872,4198,4198
438,7680,4234,4234
439,7872,4270,4270
440,8128,4306,4306
441,14464,4342,4342
442,7968,4378,4378
443,7712,4414,4414
444,7744,4450,4450
445,11488,4486,4486
446,8000,4522,4522
447,16032,4558,4558
448,7712,4594,4594
449,7776,4630,4630
450,8352,4666,4666
451,7712,4702,4702
452,7936,4738,4738
453,7776,4774,4774
454,8096,4810,4810
455,21952,4846,4846
456,12928,4882,4882
457,11456,4918,4918
458,9312,4954,4954
459,8128,4990,4990
460,7904,5026,5026
461,20096,5062,5062
462,12192,5098,5098
463,11808,5134,5134
464,9376,5170,5170
465,15360,5206,5206
466,24096,5242,5242
467,44512,5278,5278
468,13920,5314,5314
469,10240,5350,5350
470,8128,5386,5386
471,8160,5422,5422
472,10144,5458,5458
473,9056,5494,5494
474,10432,5530,5530
475,9312,5566,5566
476,17952,5602,5602
477,11328,5638,5638
478,9440,5674,5674
479,9024,5710,5710
480,8960,5746,5746
481,8032,5782,5782
482,7808,5818,5818
483,7744,5854,5854
484,9152,5890,5890
485,9760,5926,5926
486,9152,5962,5962
487,8192,5998,5998
488,8384,6034,6034
489,9216,6070,6070
490,9248,6106,6106
491,11936,6142,6142
492,11008,6178,6178
493,7840,6214,6214
494,7680,6250,6250
495,7872,6286,6286
496,8032,6322,6322
497,9504,6358,6358
498,9056,6394,6394
499,8864,6430,6430
500,8992,6466,6466
501,7872,6502,6502
502,8480,6538,6538
503,9024,6574,6574
504,9504,6610,6610
505,8960,6646,6646
506,9312,6682,6682
507,7936,6718,6718
508,8128,6754,6754
509,9600,6790,6790
510,9344,6826,6826
511,9184,6862,6862
512,8768,6898,6898
513,8032,6934,6934
514,7840,6970,6970
515,8160,7006,7006
516,8384,7042,7042
517,10880,7078,7078
518,32736,7114,7114
519,8640,7150,7150
520,7744,7186,7186
521,9248,7222,7222
522,9408,7258,7258
523,9952,7294,7294
524,44704,7330,7330
525,46080,7366,7366
526,8864,7402,7402
527,8032,7438,7438
528,8608,7474,7474
529,7840,7510,7510
530,7872,7546,7546
531,8000,7582,7582
532,8256,7618,7618
533,7776,7654,7654
534,8128,7690,7690
535,7680,7726,7726
536,7744,7762,7762
537,10304,7798,7798
538,8608,7834,7834
539,8672,7870,7870
540,8800,7906,7906
541,9184,7942,7942
542,8896,7978,7978
543,8672,8014,8014
544,8736,8050,8050
545,9152,8086,8086
546,8800,8122,8122
547,8704,8158,8158
548,13344,8194,8194
549,11008,8230,8230
550,11264,8266,8266
551,11328,8302,8302
552,11072,8338,8338
553,8736,8374,8374
554,8864,8410,8410
555,11072,8446,8446
556,8928,8482,8482
557,11040,8518,8518
558,11296,8554,8554
559,13888,8590,8590
560,10976,8626,8626
561,11136,8662,8662
562,10880,8698,8698
563,11552,8734,8734
564,11424,8770,8770
565,11712,8806,8806
566,10784,8842,8842
567,8864,8878,8878
568,12128,8914,8914
569,11712,8950,8950
570,8128,8986,8986
571,7680,9022,9022
572,8288,9058,9058
573,8480,9094,9094
574,8032,9130,9130
575,7616,9166,9166
576,8128,9202,9202
577,7936,9238,9238
578,7872,9274,9274
579,12320,9310,9310
580,7936,9346,9346
581,14944,9382,9382
582,11424,9418,9418
583,12096,9454,9454
584,10816,9490,9490
585,8832,9526,9526
586,11296,9562,9562
587,10976,9598,9598
588,11168,9634,9634
589,12640,9670,9670
590,12544,9706,9706
591,12640,9742,9742
592,9920,9778,9778
593,8608,9814,9814
594,8416,9850,9850
595,8384,9886,9886
596,8800,9922,9922
597,8800,9958,9958
598,8928,9994,9994
599,8640,10030,10030
600,8896,10066,10066
601,8736,10102,10102
602,8736,10138,10138
603,12192,10174,10174
604,8736,10210,10210
605,8640,10246,10246
606,10752,10282,10282
607,11168,10318,10318
608,10976,10354,10354
609,10784,10390,10390
610,10656,10426,10426
611,8960,10462,10462
612,11360,10498,10498
613,11136,10534,10534
614,13632,10570,10570
615,11104,10606,10606
616,11200,10642,10642
617,10784,10678,10678
618,10848,10714,10714
619,11104,10750,10750
620,10784,10786,10786
621,10688,10822,10822
622,8832,10858,10858
623,11840,10894,10894
624,11968,10930,10930
625,8512,10966,10966
626,8416,11002,11002
627,8224,11038,11038
628,8320,11074,11074
629,8384,11110,11110
630,8352,11146,11146
631,10272,11182,11182
632,8160,11218,11218
633,8224,11254,11254
634,8704,11290,11290
635,8160,11326,11326
636,16736,11362,11362
637,11648,11398,11398
638,11808,11434,11434
639,11264,11470,11470
640,11552,11506,11506
641,11936,11542,11542
642,11648,11578,11578
643,11904,11614,11614
644,11520,11650,11650
645,14368,11686,11686
646,13344,11722,11722
647,10048,11758,11758
648,8704,11794,11794
649,8960,11830,11830
650,8992,11866,11866
651,9248,11902,11902
652,9120,11938,11938
653,8896,11974,11974
654,8800,12010,12010
655,9184,12046,12046
656,9568,12082,12082
657,9056,12118,12118
658,9504,12130,12130
659,38304,12166,12166
660,8896,12202,12202
661,8832,12238,12238
662,13248,12274,12274
663,11136,12310,12310
664,11680,12346,12346
665,12704,12382,12382
666,12512,12418,12418
667,14048,12454,12454
668,8960,12490,12490
669,8672,12526,12526
670,12256,12562,12562
671,11104,12598,12598
672,11776,12634,12634
673,12160,12670,12670
674,7840,12706,12706
675,15392,12742,12742
676,15584,12778,12778
677,12064,12814,12814
678,8672,12850,12850
679,14400,12886,12886
680,12960,12922,12922
681,15488,12958,12958
682,13376,12994,12994
683,18112,13030,13030
684,21472,13066,13066
685,18432,13102,13102
686,15008,13138,13138
687,14912,13174,13174
688,16064,13210,13210
689,19584,13246,13246
690,21696,13282,13282
691,11616,13318,13318
692,11840,13354,13354
693,7936,13390,13390
694,11264,13426,13426
695,11296,13462,13462
696,8640,13498,13498
697,10720,13534,13534
698,11008,13570,13570
699,7808,13606,13606
700,9248,13642,13642
701,9184,13678,13678
702,8224,13714,13714
703,7904,13750,13750
704,7744,13786,13786
705,7840,13822,13822
706,11264,13858,13858
707,11712,13894,13894
708,8160,13930,13930
709,8224,13966,13966
710,8384,14002,14002
711,8192,14038,14038
712,12192,14074,14074
