HUD frame time nsec:,4720000

Range Index,Elapsed Time, First Event,Last Event
0,36768,8,8
1,19104,16,16
2,7936,23,23
3,9376,30,30
4,6848,37,37
5,45824,44,44
6,10912,51,51
7,12576,58,58
8,33792,65,65
9,78272,72,72
10,8384,79,79
11,8320,86,86
12,8288,93,93
13,8608,100,100
14,8288,107,107
15,8448,114,114
16,8416,121,121
17,8544,128,128
18,32960,135,135
19,61376,142,142
20,83872,149,149
21,11456,156,156
22,11552,163,163
23,10528,170,170
24,9376,177,177
25,8832,184,184
26,8800,191,191
27,9344,198,198
28,10336,205,205
29,10656,212,212
30,9280,219,219
31,9024,226,226
32,9024,233,233
33,9280,240,240
34,10496,247,247
35,20512,254,254
36,22016,261,261
37,29984,268,268
38,6880,275,275
39,6528,282,282
40,6336,289,289
41,6400,296,296
42,6432,303,303
43,6432,310,310
44,6752,317,317
45,6496,324,324
46,6624,331,331
47,6368,338,338
48,8608,345,345
49,8160,352,352
50,8480,359,359
51,8000,366,366
52,8640,373,373
53,8224,380,380
54,6880,387,387
55,9088,394,394
56,8288,401,401
57,8064,408,408
58,8224,415,415
59,8128,422,422
60,8224,429,429
61,6592,436,436
62,8608,443,443
63,8640,450,450
64,8512,457,457
65,8224,464,464
66,9376,471,471
67,80928,478,478
68,50528,485,485
69,35584,492,492
70,38432,499,499
71,8064,506,506
72,8288,513,513
73,7040,520,520
74,8288,527,527
75,7584,534,534
76,8416,541,541
77,7808,548,548
78,16928,555,555
79,6944,562,562
80,6560,569,569
81,6784,576,576
82,6624,583,583
83,7584,590,590
84,7520,597,597
85,8096,604,604
86,7456,611,611
87,7456,618,618
88,7648,625,625
89,6816,632,632
90,6784,639,639
91,6688,646,646
92,7072,653,653
93,7232,660,660
94,6816,667,667
95,6688,674,674
96,6848,681,681
97,6592,688,688
98,6624,695,695
99,7296,702,702
100,7104,709,709
101,7680,716,716
102,7808,723,723
103,7680,730,730
104,7264,737,737
105,7456,744,744
106,7296,751,751
107,7360,758,758
108,7936,765,765
109,7200,772,772
110,7360,779,779
111,7456,786,786
112,7200,793,793
113,7264,800,800
114,8224,807,807
115,7712,814,814
116,7616,821,821
117,6912,828,828
118,7392,835,835
119,15328,842,842
120,53728,849,849
121,9312,856,856
122,9504,863,863
123,9472,870,870
124,9408,877,877
125,9824,884,884
126,28736,891,891
127,25088,898,898
128,9728,905,905
129,7200,912,912
130,7008,919,919
131,7008,926,926
132,7776,933,933
133,6816,940,940
134,7008,947,947
135,7072,954,954
136,6944,961,961
137,7968,968,968
138,7712,975,975
139,10272,982,982
140,6912,989,989
141,6912,996,996
142,7008,1003,1003
143,7040,1010,1010
144,7040,1017,1017
145,7200,1024,1024
146,6784,1031,1031
147,7040,1038,1038
148,8096,1045,1045
149,7744,1052,1052
150,9728,1059,1059
151,7328,1066,1066
152,7136,1073,1073
153,7200,1080,1080
154,7296,1087,1087
155,6816,1094,1094
156,7072,1101,1101
157,6912,1108,1108
158,7488,1115,1115
159,8128,1122,1122
160,7584,1129,1129
161,9760,1136,1136
162,7456,1143,1143
163,7040,1150,1150
164,6880,1157,1157
165,7328,1164,1164
166,6848,1171,1171
167,7040,1178,1178
168,7072,1185,1185
169,7104,1192,1192
170,8416,1199,1199
171,7648,1206,1206
172,9888,1213,1213
173,6848,1220,1220
174,7168,1227,1227
175,7424,1234,1234
176,7136,1241,1241
177,7456,1248,1248
178,7104,1255,1255
179,6944,1262,1262
180,6848,1269,1269
181,8256,1276,1276
182,8160,1283,1283
183,9760,1290,1290
184,7104,1297,1297
185,7136,1304,1304
186,7072,1311,1311
187,7392,1318,1318
188,7040,1325,1325
189,6912,1332,1332
190,6944,1339,1339
191,6944,1346,1346
192,7936,1353,1353
193,7744,1360,1360
194,9824,1367,1367
195,7008,1374,1374
196,7008,1381,1381
197,6816,1388,1388
198,6816,1395,1395
199,6976,1402,1402
200,7040,1409,1409
201,6560,1416,1416
202,7040,1423,1423
203,8160,1430,1430
204,7840,1437,1437
205,9408,1444,1444
206,6752,1451,1451
207,6944,1458,1458
208,7200,1465,1465
209,7296,1472,1472
210,6688,1479,1479
211,6944,1486,1486
212,6784,1493,1493
213,7424,1500,1500
214,8736,1507,1507
215,7840,1514,1514
216,9440,1521,1521
217,7008,1528,1528
218,7136,1535,1535
219,6816,1542,1542
220,8128,1549,1549
221,6880,1556,1556
222,7232,1563,1563
223,7040,1570,1570
224,6976,1577,1577
225,8032,1584,1584
226,7648,1591,1591
227,9664,1598,1598
228,6688,1605,1605
229,7360,1612,1612
230,7104,1619,1619
231,7296,1626,1626
232,6912,1633,1633
233,7008,1640,1640
234,6848,1647,1647
235,6880,1654,1654
236,8256,1661,1661
237,7904,1668,1668
238,9632,1675,1675
239,7136,1682,1682
240,7104,1689,1689
241,7104,1696,1696
242,6784,1703,1703
243,7232,1710,1710
244,7264,1717,1717
245,7456,1724,1724
246,7776,1731,1731
247,8320,1738,1738
248,7872,1745,1745
249,10112,1752,1752
250,6976,1759,1759
251,6816,1766,1766
252,7136,1773,1773
253,7616,1780,1780
254,9792,1787,1787
255,7776,1794,1794
256,7680,1801,1801
257,7584,1808,1808
258,8736,1815,1815
259,8256,1822,1822
260,7392,1829,1829
261,129568,1836,1836
262,8672,1843,1843
263,7584,1850,1850
264,7392,1857,1857
265,8512,1864,1864
266,7456,1871,1871
267,8544,1878,1878
268,7520,1885,1885
269,8608,1892,1892
270,8864,1899,1899
271,7520,1906,1906
272,7616,1913,1913
273,8832,1920,1920
274,7616,1927,1927
275,8960,1934,1934
276,7456,1941,1941
277,8832,1948,1948
278,17216,1955,1955
279,15072,1962,1962
280,9920,1969,1969
281,13504,1976,1976
282,16576,1983,1983
283,13664,1990,1990
284,12128,1997,1997
285,16000,2004,2004
286,15776,2011,2011
287,15584,2018,2018
288,16032,2025,2025
289,18432,2032,2032
290,17600,2039,2039
291,17344,2046,2046
292,17760,2053,2053
293,7328,2060,2060
294,7392,2067,2067
295,7264,2074,2074
296,7200,2081,2081
297,8096,2088,2088
298,7328,2095,2095
299,7264,2102,2102
300,7680,2109,2109
301,7328,2116,2116
302,7232,2123,2123
303,7648,2130,2130
304,7360,2137,2137
305,7584,2144,2144
306,7968,2151,2151
307,7520,2158,2158
308,7648,2165,2165
309,7968,2172,2172
310,7520,2179,2179
311,7744,2186,2186
312,7872,2193,2193
313,7584,2200,2200
314,7552,2207,2207
315,7648,2214,2214
316,7968,2221,2221
317,7616,2228,2228
318,7968,2235,2235
319,7744,2242,2242
320,7584,2249,2249
321,7968,2256,2256
322,7680,2263,2263
323,12704,2270,2270
324,12832,2277,2277
325,14208,2284,2284
326,17408,2291,2291
327,18688,2298,2298
328,18656,2305,2305
329,17440,2312,2312
330,20672,2319,2319
331,15008,2326,2326
332,18304,2333,2333
333,7200,2340,2340
334,15488,2347,2347
335,7232,2354,2354
336,7552,2361,2361
337,9888,2368,2368
338,7584,2375,2375
339,10208,2382,2382
340,8000,2389,2389
341,7328,2396,2396
342,7296,2403,2403
343,9664,2410,2410
344,7392,2417,2417
345,9120,2424,2424
346,9216,2431,2431
347,7136,2438,2438
348,7840,2445,2445
349,7872,2452,2452
350,14624,2459,2459
351,41344,2466,2466
352,18048,2473,2473
353,7040,2480,2480
354,6784,2487,2487
355,8672,2494,2494
356,7008,2501,2501
357,7712,2508,2508
358,7776,2515,2515
359,11328,2522,2522
360,6976,2529,2529
361,6720,2536,2536
362,6784,2543,2543
363,6432,2550,2550
364,10784,2557,2557
365,7072,2564,2564
366,7712,2571,2571
367,13696,2578,2578
368,13120,2585,2585
369,8576,2592,2592
370,17472,2599,2599
371,8000,2606,2606
372,9472,2613,2613
373,7936,2620,2620
374,13376,2627,2627
375,7776,2634,2634
376,15296,2641,2641
377,7808,2648,2648
378,9216,2655,2655
379,7936,2662,2662
380,10656,2669,2669
381,7904,2676,2676
382,9376,2683,2683
383,16384,2690,2690
384,18656,2697,2697
385,14048,2704,2704
386,13984,2711,2711
387,10144,2718,2718
388,17824,2725,2725
389,10336,2732,2732
390,13344,2739,2739
391,225440,2746,2746
392,6496,2753,2753
393,180096,2760,2760
394,116544,2767,2767
395,13856,2781,2781
396,904512,2786,2786
397,8352,2790,2790
398,6528,2792,2792
399,12384,2817,2817
400,6240,2829,2829
401,7104,2841,2841
402,6592,2853,2853
403,28800,2865,2865
404,8032,2877,2877
405,7104,2889,2889
406,8448,2901,2901
407,11456,2913,2913
408,6656,2925,2925
409,6560,2937,2937
410,7424,2949,2949
411,7072,2961,2961
412,6112,2973,2973
413,6048,2985,2985
414,6912,2997,2997
415,6624,3009,3009
416,9856,3021,3021
417,7392,3033,3033
418,12480,3045,3045
419,6080,3057,3057
420,7520,3069,3069
421,5984,3081,3081
422,6912,3093,3093
423,7136,3105,3105
424,6720,3117,3117
425,6432,3129,3129
426,6624,3141,3141
427,5984,3153,3153
428,6816,3165,3165
429,7232,3177,3177
430,6592,3189,3189
431,6560,3201,3201
432,7296,3213,3213
433,9376,3225,3225
434,8960,3237,3237
435,8480,3249,3249
436,6432,3261,3261
437,6272,3273,3273
438,6336,3285,3285
439,6208,3297,3297
440,5728,3309,3309
441,5632,3321,3321
442,5920,3333,3333
443,5728,3345,3345
444,5888,3357,3357
445,5664,3369,3369
446,6592,3381,3381
447,6432,3393,3393
448,6368,3405,3405
449,6336,3417,3417
450,6048,3429,3429
451,5856,3441,3441
452,5920,3453,3453
453,5568,3465,3465
454,5888,3477,3477
455,7008,3489,3489
456,6720,3501,3501
457,6176,3513,3513
458,6112,3525,3525
459,5856,3537,3537
460,5760,3549,3549
461,7008,3561,3561
462,6272,3573,3573
463,6304,3585,3585
464,6304,3597,3597
465,10048,3609,3609
466,8192,3621,3621
467,9216,3633,3633
468,7680,3645,3645
469,6432,3657,3657
470,5984,3669,3669
471,6016,3681,3681
472,7072,3693,3693
473,5984,3705,3705
474,6464,3717,3717
475,6368,3729,3729
476,8608,3741,3741
477,6336,3753,3753
478,6176,3765,3765
479,6240,3777,3777
480,6528,3789,3789
481,5856,3801,3801
482,5632,3813,3813
483,6496,3825,3825
484,6368,3837,3837
485,6368,3849,3849
486,6208,3861,3861
487,5856,3873,3873
488,6048,3885,3885
489,6400,3897,3897
490,6624,3909,3909
491,6816,3921,3921
492,6496,3933,3933
493,6048,3945,3945
494,5696,3957,3957
495,5792,3969,3969
496,5952,3981,3981
497,6112,3993,3993
498,6336,4005,4005
499,6368,4017,4017
500,6688,4029,4029
501,6080,4041,4041
502,5760,4053,4053
503,5792,4065,4065
504,6176,4077,4077
505,6176,4089,4089
506,6208,4101,4101
507,5728,4113,4113
508,5920,4125,4125
509,5696,4137,4137
510,6656,4149,4149
511,6240,4161,4161
512,6592,4173,4173
513,5984,4185,4185
514,5824,4197,4197
515,6112,4209,4209
516,6080,4221,4221
517,7776,4233,4233
518,7104,4245,4245
519,6112,4257,4257
520,6112,4269,4269
521,6784,4281,4281
522,6688,4293,4293
523,7520,4305,4305
524,11424,4317,4317
525,11680,4329,4329
526,6208,4341,4341
527,5856,4353,4353
528,5856,4365,4365
529,5664,4377,4377
530,5760,4389,4389
531,5568,4401,4401
532,5920,4413,4413
533,5824,4425,4425
534,5856,4437,4437
535,5824,4449,4449
536,5696,4461,4461
537,7104,4473,4473
538,6144,4485,4485
539,6144,4497,4497
540,6048,4509,4509
541,6400,4521,4521
542,6112,4533,4533
543,6432,4545,4545
544,6112,4557,4557
545,6208,4569,4569
546,6304,4581,4581
547,6208,4593,4593
548,7328,4605,4605
549,6336,4617,4617
550,7168,4629,4629
551,6272,4641,4641
552,6112,4653,4653
553,6144,4665,4665
554,5984,4677,4677
555,6208,4689,4689
556,6304,4701,4701
557,6304,4713,4713
558,6336,4725,4725
559,7648,4737,4737
560,6240,4749,4749
561,6432,4761,4761
562,6240,4773,4773
563,6304,4785,4785
564,6432,4797,4797
565,6112,4809,4809
566,6048,4821,4821
567,6208,4833,4833
568,6464,4845,4845
569,6464,4857,4857
570,6400,4869,4869
571,5984,4881,4881
572,6400,4893,4893
573,6176,4905,4905
574,6016,4917,4917
575,5888,4929,4929
576,6112,4941,4941
577,5632,4953,4953
578,6112,4965,4965
579,5856,4977,4977
580,5760,4989,4989
581,8128,5001,5001
582,6112,5013,5013
583,6336,5025,5025
584,6016,5037,5037
585,6240,5049,5049
586,5984,5061,5061
587,6240,5073,5073
588,6176,5085,5085
589,6272,5097,5097
590,6912,5109,5109
591,6272,5121,5121
592,7072,5133,5133
593,6464,5145,5145
594,6272,5157,5157
595,5984,5169,5169
596,6112,5181,5181
597,6336,5193,5193
598,6240,5205,5205
599,6176,5217,5217
600,6048,5229,5229
601,6720,5241,5241
602,6464,5253,5253
603,7808,5265,5265
604,6144,5277,5277
605,6176,5289,5289
606,6336,5301,5301
607,6112,5313,5313
608,6208,5325,5325
609,6176,5337,5337
610,6144,5349,5349
611,6368,5361,5361
612,6304,5373,5373
613,6208,5385,5385
614,7552,5397,5397
615,6400,5409,5409
616,6368,5421,5421
617,6176,5433,5433
618,6432,5445,5445
619,6400,5457,5457
620,6464,5469,5469
621,6080,5481,5481
622,6880,5493,5493
623,6368,5505,5505
624,6304,5517,5517
625,6208,5529,5529
626,6208,5541,5541
627,5792,5553,5553
628,5952,5565,5565
629,5888,5577,5577
630,5568,5589,5589
631,5920,5601,5601
632,5856,5613,5613
633,6112,5625,5625
634,5920,5637,5637
635,5760,5649,5649
636,7776,5661,5661
637,6400,5673,5673
638,6304,5685,5685
639,6176,5697,5697
640,6144,5709,5709
641,6208,5721,5721
642,6368,5733,5733
643,6432,5745,5745
644,6368,5757,5757
645,6880,5769,5769
646,6336,5781,5781
647,6976,5793,5793
648,6912,5805,5805
649,8320,5817,5817
650,7104,5829,5829
651,6848,5841,5841
652,6048,5853,5853
653,6720,5865,5865
654,5952,5877,5877
655,6752,5889,5889
656,6944,5901,5901
657,6400,5913,5913
658,6176,5921,5921
659,12352,5933,5933
660,6400,5945,5945
661,6400,5957,5957
662,6368,5969,5969
663,6496,5981,5981
664,6720,5993,5993
665,6880,6005,6005
666,6912,6017,6017
667,7488,6029,6029
668,7232,6041,6041
669,6752,6053,6053
670,6432,6065,6065
671,6560,6077,6077
672,6688,6089,6089
673,6720,6101,6101
674,6848,6113,6113
675,7456,6125,6125
676,9760,6137,6137
677,7808,6149,6149
678,6592,6161,6161
679,7648,6173,6173
680,9216,6185,6185
681,9920,6197,6197
682,9088,6209,6209
683,8000,6221,6221
684,11552,6233,6233
685,11104,6245,6245
686,9856,6257,6257
687,10464,6269,6269
688,11936,6281,6281
689,11840,6293,6293
690,7936,6305,6305
691,5856,6317,6317
692,5728,6329,6329
693,5984,6341,6341
694,6336,6353,6353
695,6528,6365,6365
696,5856,6377,6377
697,6432,6389,6389
698,6528,6401,6401
