HUD frame time nsec:,7173000

Range Index,Elapsed Time, First Event,Last Event
0,38240,8,8
1,20064,16,16
2,7072,23,23
3,9696,30,30
4,6944,37,37
5,35136,44,44
6,13536,51,51
7,8512,58,58
8,23136,65,65
9,76320,72,72
10,8800,79,79
11,7232,86,86
12,7392,93,93
13,7648,100,100
14,9280,107,107
15,8384,114,114
16,8992,121,121
17,9248,128,128
18,19488,135,135
19,6336,142,142
20,104608,149,149
21,12992,156,156
22,10848,163,163
23,10336,170,170
24,9344,177,177
25,9440,184,184
26,9248,191,191
27,9792,198,198
28,10272,205,205
29,10016,212,212
30,9312,219,219
31,9248,226,226
32,9344,233,233
33,9472,240,240
34,9920,247,247
35,9856,254,254
36,30240,261,261
37,13056,268,268
38,6464,275,275
39,6272,282,282
40,6624,289,289
41,6304,296,296
42,6336,303,303
43,7072,310,310
44,6528,317,317
45,6528,324,324
46,6528,331,331
47,6592,338,338
48,9440,345,345
49,8288,352,352
50,9152,359,359
51,8480,366,366
52,8928,373,373
53,8768,380,380
54,6848,387,387
55,6592,394,394
56,8800,401,401
57,8224,408,408
58,8320,415,415
59,8544,422,422
60,8768,429,429
61,6592,436,436
62,8640,443,443
63,8928,450,450
64,8192,457,457
65,8448,464,464
66,9120,471,471
67,39040,478,478
68,29440,485,485
69,8032,492,492
70,6400,499,499
71,7776,506,506
72,7680,513,513
73,7136,520,520
74,7552,527,527
75,7328,534,534
76,7488,541,541
77,7328,548,548
78,11232,555,555
79,6816,562,562
80,6400,569,569
81,6624,576,576
82,6816,583,583
83,7424,590,590
84,7104,597,597
85,7616,604,604
86,7936,611,611
87,7456,618,618
88,7072,625,625
89,6656,632,632
90,6720,639,639
91,6784,646,646
92,6720,653,653
93,6624,660,660
94,6848,667,667
95,7328,674,674
96,6656,681,681
97,6784,688,688
98,6304,695,695
99,7104,702,702
100,6912,709,709
101,7072,716,716
102,7232,723,723
103,6912,730,730
104,7136,737,737
105,6944,744,744
106,7424,751,751
107,7040,758,758
108,6880,765,765
109,6848,772,772
110,6784,779,779
111,7648,786,786
112,7936,793,793
113,6976,800,800
114,7104,807,807
115,6912,814,814
116,7360,821,821
117,7584,828,828
118,7040,835,835
119,11264,842,842
120,6688,849,849
121,8192,856,856
122,9664,863,863
123,9760,870,870
124,8352,877,877
125,8192,884,884
126,20544,891,891
127,15200,898,898
128,9728,905,905
129,7584,912,912
130,7776,919,919
131,7168,926,926
132,7616,933,933
133,7712,940,940
134,7424,947,947
135,7840,954,954
136,7680,961,961
137,9152,968,968
138,7360,975,975
139,10080,982,982
140,8128,989,989
141,7904,996,996
142,7872,1003,1003
143,8032,1010,1010
144,7584,1017,1017
145,7872,1024,1024
146,7520,1031,1031
147,7456,1038,1038
148,8576,1045,1045
149,7488,1052,1052
150,9952,1059,1059
151,7712,1066,1066
152,7840,1073,1073
153,7744,1080,1080
154,7552,1087,1087
155,7328,1094,1094
156,7776,1101,1101
157,7296,1108,1108
158,7552,1115,1115
159,8960,1122,1122
160,7264,1129,1129
161,9728,1136,1136
162,7360,1143,1143
163,7552,1150,1150
164,7648,1157,1157
165,7840,1164,1164
166,7488,1171,1171
167,7936,1178,1178
168,7584,1185,1185
169,7648,1192,1192
170,8512,1199,1199
171,7264,1206,1206
172,10592,1213,1213
173,7680,1220,1220
174,7808,1227,1227
175,7424,1234,1234
176,8320,1241,1241
177,7296,1248,1248
178,7712,1255,1255
179,7680,1262,1262
180,7616,1269,1269
181,9280,1276,1276
182,7424,1283,1283
183,9888,1290,1290
184,7648,1297,1297
185,8032,1304,1304
186,7648,1311,1311
187,7392,1318,1318
188,7584,1325,1325
189,7872,1332,1332
190,7488,1339,1339
191,7680,1346,1346
192,8992,1353,1353
193,7232,1360,1360
194,8064,1367,1367
195,7136,1374,1374
196,7104,1381,1381
197,6848,1388,1388
198,7200,1395,1395
199,6816,1402,1402
200,7200,1409,1409
201,6848,1416,1416
202,7552,1423,1423
203,7136,1430,1430
204,6784,1437,1437
205,7872,1444,1444
206,6688,1451,1451
207,6944,1458,1458
208,7168,1465,1465
209,7008,1472,1472
210,7296,1479,1479
211,7008,1486,1486
212,6816,1493,1493
213,7232,1500,1500
214,7136,1507,1507
215,6752,1514,1514
216,7744,1521,1521
217,6848,1528,1528
218,7104,1535,1535
219,7552,1542,1542
220,7232,1549,1549
221,7072,1556,1556
222,6912,1563,1563
223,6848,1570,1570
224,6912,1577,1577
225,7232,1584,1584
226,7232,1591,1591
227,8352,1598,1598
228,7104,1605,1605
229,7360,1612,1612
230,6976,1619,1619
231,7488,1626,1626
232,6752,1633,1633
233,7456,1640,1640
234,7424,1647,1647
235,7200,1654,1654
236,7328,1661,1661
237,6688,1668,1668
238,7936,1675,1675
239,6880,1682,1682
240,7648,1689,1689
241,7136,1696,1696
242,6912,1703,1703
243,7328,1710,1710
244,7200,1717,1717
245,6784,1724,1724
246,7008,1731,1731
247,7328,1738,1738
248,7552,1745,1745
249,10720,1752,1752
250,7520,1759,1759
251,8224,1766,1766
252,7456,1773,1773
253,7776,1780,1780
254,7520,1787,1787
255,7840,1794,1794
256,7744,1801,1801
257,7392,1808,1808
258,9088,1815,1815
259,7488,1822,1822
260,7328,1829,1829
261,47552,1836,1836
262,10080,1843,1843
263,7840,1850,1850
264,8128,1857,1857
265,8640,1864,1864
266,8224,1871,1871
267,8640,1878,1878
268,7840,1885,1885
269,9216,1892,1892
270,8672,1899,1899
271,7200,1906,1906
272,7040,1913,1913
273,8608,1920,1920
274,7104,1927,1927
275,8640,1934,1934
276,6912,1941,1941
277,9280,1948,1948
278,12192,1955,1955
279,9856,1962,1962
280,9312,1969,1969
281,12256,1976,1976
282,12544,1983,1983
283,11136,1990,1990
284,11232,1997,1997
285,11168,2004,2004
286,11072,2011,2011
287,11904,2018,2018
288,11872,2025,2025
289,15520,2032,2032
290,15872,2039,2039
291,13664,2046,2046
292,16992,2053,2053
293,8224,2060,2060
294,8512,2067,2067
295,7968,2074,2074
296,8352,2081,2081
297,7968,2088,2088
298,8032,2095,2095
299,8256,2102,2102
300,8000,2109,2109
301,8384,2116,2116
302,7744,2123,2123
303,8032,2130,2130
304,8352,2137,2137
305,8096,2144,2144
306,8128,2151,2151
307,8416,2158,2158
308,7424,2165,2165
309,7488,2172,2172
310,7968,2179,2179
311,7584,2186,2186
312,7360,2193,2193
313,7232,2200,2200
314,7328,2207,2207
315,7392,2214,2214
316,7328,2221,2221
317,7328,2228,2228
318,7264,2235,2235
319,7456,2242,2242
320,7232,2249,2249
321,7808,2256,2256
322,7456,2263,2263
323,10048,2270,2270
324,9792,2277,2277
325,10368,2284,2284
326,13664,2291,2291
327,9760,2298,2298
328,10176,2305,2305
329,13504,2312,2312
330,30496,2319,2319
331,12992,2326,2326
332,14624,2333,2333
333,6432,2340,2340
334,6752,2347,2347
335,6624,2354,2354
336,7200,2361,2361
337,9120,2368,2368
338,7360,2375,2375
339,8032,2382,2382
340,8000,2389,2389
341,7488,2396,2396
342,7424,2403,2403
343,6368,2410,2410
344,6464,2417,2417
345,6560,2424,2424
346,8960,2431,2431
347,7712,2438,2438
348,7968,2445,2445
349,7968,2452,2452
350,7520,2459,2459
351,6048,2466,2466
352,6816,2473,2473
353,6368,2480,2480
354,6752,2487,2487
355,8544,2494,2494
356,7072,2501,2501
357,7264,2508,2508
358,7392,2515,2515
359,7360,2522,2522
360,7008,2529,2529
361,6752,2536,2536
362,6656,2543,2543
363,7008,2550,2550
364,8256,2557,2557
365,7264,2564,2564
366,7200,2571,2571
367,7264,2578,2578
368,7424,2585,2585
369,7712,2592,2592
370,9312,2599,2599
371,6720,2606,2606
372,8224,2613,2613
373,6464,2620,2620
374,8160,2627,2627
375,6400,2634,2634
376,8128,2641,2641
377,6720,2648,2648
378,8160,2655,2655
379,7104,2662,2662
380,9152,2669,2669
381,7136,2676,2676
382,9216,2683,2683
383,9984,2690,2690
384,10400,2697,2697
385,9792,2704,2704
386,10656,2711,2711
387,7488,2718,2718
388,7712,2725,2725
389,7520,2732,2732
390,7936,2739,2739
391,49792,2746,2746
392,8480,2753,2753
393,124832,2760,2760
394,45952,2767,2767
395,15552,2781,2781
396,887104,2786,2786
397,9216,2790,2790
398,7872,2792,2792
399,13792,2817,2817
400,6592,2829,2829
401,7200,2841,2841
402,7040,2853,2853
403,21056,2865,2865
404,9536,2877,2877
405,8480,2889,2889
406,8864,2901,2901
407,9280,2913,2913
408,6368,2925,2925
409,6432,2937,2937
410,8288,2949,2949
411,7520,2961,2961
412,6368,2973,2973
413,6464,2985,2985
414,7776,2997,2997
415,7584,3009,3009
416,10080,3021,3021
417,9120,3033,3033
418,11072,3045,3045
419,6560,3057,3057
420,8128,3069,3069
421,6528,3081,3081
422,7680,3093,3093
423,8224,3105,3105
424,8224,3117,3117
425,7680,3129,3129
426,7872,3141,3141
427,6400,3153,3153
428,7680,3165,3165
429,8320,3177,3177
