HUD frame time nsec:,14646000

Range Index,Elapsed Time, First Event,Last Event
0,36544,8,8
1,19232,16,16
2,6976,23,23
3,9184,30,30
4,6976,37,37
5,34656,44,44
6,13696,51,51
7,8192,58,58
8,23904,65,65
9,76128,72,72
10,9216,79,79
11,7424,86,86
12,7296,93,93
13,7744,100,100
14,9088,107,107
15,8608,114,114
16,9024,121,121
17,8960,128,128
18,19488,135,135
19,6272,142,142
20,101888,149,149
21,13120,156,156
22,10880,163,163
23,10592,170,170
24,9376,177,177
25,9600,184,184
26,9216,191,191
27,9440,198,198
28,9984,205,205
29,9824,212,212
30,9984,219,219
31,9312,226,226
32,9312,233,233
33,9568,240,240
34,9888,247,247
35,9952,254,254
36,29696,261,261
37,13696,268,268
38,6432,275,275
39,6560,282,282
40,6464,289,289
41,7168,296,296
42,6368,303,303
43,6528,310,310
44,6560,317,317
45,6528,324,324
46,6464,331,331
47,6400,338,338
48,9280,345,345
49,8224,352,352
50,9376,359,359
51,8160,366,366
52,9088,373,373
53,8960,380,380
54,6720,387,387
55,6528,394,394
56,8608,401,401
57,8480,408,408
58,8448,415,415
59,8416,422,422
60,9184,429,429
61,6752,436,436
62,8512,443,443
63,10720,450,450
64,7872,457,457
65,8224,464,464
66,9440,471,471
67,38624,478,478
68,28352,485,485
69,7616,492,492
70,6784,499,499
71,7616,506,506
72,7424,513,513
73,7136,520,520
74,8128,527,527
75,7328,534,534
76,7680,541,541
77,7424,548,548
78,11072,555,555
79,6784,562,562
80,6784,569,569
81,6464,576,576
82,6432,583,583
83,8096,590,590
84,7008,597,597
85,8032,604,604
86,7136,611,611
87,7392,618,618
88,7328,625,625
89,6784,632,632
90,6592,639,639
91,6400,646,646
92,6624,653,653
93,6816,660,660
94,7168,667,667
95,6912,674,674
96,6880,681,681
97,6560,688,688
98,6752,695,695
99,7296,702,702
100,7008,709,709
101,7232,716,716
102,6944,723,723
103,7264,730,730
104,7328,737,737
105,7072,744,744
106,7264,751,751
107,7520,758,758
108,7008,765,765
109,7168,772,772
110,6944,779,779
111,7744,786,786
112,7328,793,793
113,7328,800,800
114,6944,807,807
115,7136,814,814
116,7232,821,821
117,7616,828,828
118,7264,835,835
119,10848,842,842
120,6144,849,849
121,8320,856,856
122,10272,863,863
123,9696,870,870
124,8288,877,877
125,8224,884,884
126,20256,891,891
127,15840,898,898
128,10048,905,905
129,7616,912,912
